,city,lat_lngs,lat,long,temp,max_temp,humidity,wind_speed,clouds
557,waldkirch,"(48.04208449434071, 7.975133208901639)",48.04208449434071,7.975133208901639,6.59,7.78,100,0.5,90
559,suamico,"(45.166135268814145, -88.53198971457455)",45.166135268814145,-88.53198971457455,21.48,22.0,40,6.2,1
560,kidal,"(17.648910110952656, 0.7760939852068702)",17.648910110952656,0.7760939852068702,24.49,24.49,18,5.17,0
561,rondonopolis,"(-16.70798610924838, -54.55404582978261)",-16.70798610924838,-54.55404582978261,33.3,33.3,38,2.09,96
562,kruisfontein,"(-58.30794067250312, 27.459505045241315)",-58.30794067250312,27.459505045241315,16.11,16.11,81,2.12,0
563,oranjestad,"(17.29364408187098, -63.23380163622862)",17.29364408187098,-63.23380163622862,30.0,30.0,74,3.6,20
564,manzil salim,"(35.6859901136028, 8.003165095416762)",35.6859901136028,8.003165095416762,18.0,18.0,34,2.1,20
565,kutum,"(13.076049973305587, 24.152883548691335)",13.076049973305587,24.152883548691335,19.82,19.82,26,4.76,5
566,aljustrel,"(37.94358931377978, -8.353022976348996)",37.94358931377978,-8.353022976348996,15.0,15.0,87,4.1,20
567,surt,"(31.33012514005415, 16.709111646500986)",31.33012514005415,16.709111646500986,20.29,20.29,69,4.76,11
568,sinnamary,"(18.83994204920789, -44.77456335265333)",18.83994204920789,-44.77456335265333,27.0,27.0,81,5.98,97
569,natori,"(38.28019530382835, 140.68639405140573)",38.28019530382835,140.68639405140573,15.0,15.0,58,2.6,20
570,jiuquan,"(40.66137026490446, 98.7997400747717)",40.66137026490446,98.7997400747717,-0.41,-0.41,68,0.99,26
571,mamonovo,"(54.48354685418559, 20.031953522607893)",54.48354685418559,20.031953522607893,8.0,8.0,100,5.0,90
572,salvador,"(-14.194661073578857, -36.7893524566972)",-14.194661073578857,-36.7893524566972,25.14,28.0,100,6.2,40
573,general pico,"(-34.46080449415723, -63.720284224284725)",-34.46080449415723,-63.720284224284725,28.45,28.45,35,5.2,54
574,smithers,"(58.9687059063117, -128.05892759810547)",58.9687059063117,-128.05892759810547,1.0,1.0,50,5.1,5
575,jodhpur,"(26.598784567819024, 72.57938823482408)",26.598784567819024,72.57938823482408,20.78,20.78,26,1.05,0
576,srednekolymsk,"(69.26779219932945, 151.4823308897906)",69.26779219932945,151.4823308897906,-20.51,-20.51,91,3.62,96
577,dunedin,"(-58.45151645750161, 179.09440938969948)",-58.45151645750161,179.09440938969948,10.56,10.56,58,8.49,93
578,makubetsu,"(45.2539560760126, 142.0903299118532)",45.2539560760126,142.0903299118532,6.38,6.38,66,8.84,1
579,palu,"(1.0166550571647122, 119.3939769631931)",1.0166550571647122,119.3939769631931,24.12,24.12,80,1.25,100
580,izhevskoye,"(54.51557934629599, 40.65027143168277)",54.51557934629599,40.65027143168277,3.09,3.09,90,3.48,0
581,kalabo,"(-14.786247178914081, 21.59811451556007)",-14.786247178914081,21.59811451556007,25.86,25.86,37,2.09,0
582,gemena,"(2.932160832593283, 19.717907963153294)",2.932160832593283,19.717907963153294,21.57,21.57,95,0.63,54
583,boddam,"(57.00066813386127, -0.7589853464453711)",57.00066813386127,-0.7589853464453711,5.85,7.78,93,1.0,75
584,quatre cocos,"(-17.412124899129424, 69.06654811937253)",-17.412124899129424,69.06654811937253,22.31,23.0,78,3.1,75
585,sao fidelis,"(-21.54284009841821, -41.63785633575418)",-21.54284009841821,-41.63785633575418,23.0,23.0,78,4.1,75
586,america dourada,"(-11.499294919466521, -41.24342363452055)",-11.499294919466521,-41.24342363452055,24.57,24.57,66,3.29,8
587,labuan,"(5.80466849096716, 114.37970314672242)",5.80466849096716,114.37970314672242,25.0,25.0,94,0.5,20
588,byron bay,"(-27.526000676340438, 160.67686832168494)",-27.526000676340438,160.67686832168494,17.61,19.0,72,6.7,90
589,coahuayana,"(7.623513148894602, -109.02865947881136)",7.623513148894602,-109.02865947881136,29.0,29.0,51,5.1,40
590,novopokrovka,"(45.42976769026572, 134.92585790099173)",45.42976769026572,134.92585790099173,5.78,6.0,93,2.0,35
591,nador,"(34.67290691156218, -2.4742263707779557)",34.67290691156218,-2.4742263707779557,16.08,17.0,82,1.45,0
592,popondetta,"(-10.2737518614435, 148.75023795049196)",-10.2737518614435,148.75023795049196,25.42,25.42,81,0.81,28
593,northam,"(-28.932017541783097, 119.76236735023207)",-28.932017541783097,119.76236735023207,12.58,13.33,95,5.85,100
594,fernandina beach,"(30.78106665302562, -80.77766951956563)",30.78106665302562,-80.77766951956563,24.18,24.44,94,4.6,90
595,pauini,"(-8.017886229627294, -66.2257314250032)",-8.017886229627294,-66.2257314250032,33.97,33.97,42,1.29,68
596,muros,"(42.17835134374462, -13.378818076077778)",42.17835134374462,-13.378818076077778,16.11,16.11,89,5.81,22
597,kungurtug,"(49.43665672118141, 97.94730898938258)",49.43665672118141,97.94730898938258,-6.13,-6.13,93,0.52,70
598,kuybyshevo,"(40.541654069194976, 71.19863036400733)",40.541654069194976,71.19863036400733,8.06,8.06,77,3.42,0
599,pop,"(40.64627278954657, 71.15893935304894)",40.64627278954657,71.15893935304894,9.0,9.0,31,3.1,75
600,thinadhoo,"(1.1598793911660294, 64.04763330143632)",1.1598793911660294,64.04763330143632,28.95,28.95,68,3.05,96
601,hellvik,"(58.07927933762949, 5.761746677142412)",58.07927933762949,5.761746677142412,8.23,8.89,94,1.86,97
602,begoro,"(6.563244390698884, -0.49698423156328886)",6.563244390698884,-0.49698423156328886,22.27,22.27,91,1.84,100
603,morris,"(41.27214522322083, -88.40320676533631)",41.27214522322083,-88.40320676533631,23.3,25.0,40,3.6,20
604,podyuga,"(61.12883178683754, 40.88356391257719)",61.12883178683754,40.88356391257719,6.79,6.79,83,6.32,100
606,pleasant point,"(-44.2851770642402, 171.2275310710935)",-44.2851770642402,171.2275310710935,8.89,8.89,82,3.58,100
607,kem,"(64.80876357501694, 33.548886166369044)",64.80876357501694,33.548886166369044,3.29,3.29,75,9.12,23
608,tadine,"(-21.786702218832886, 169.0473475115316)",-21.786702218832886,169.0473475115316,24.78,24.78,75,4.56,4
609,westport,"(53.25151803778553, -10.328957774930728)",53.25151803778553,-10.328957774930728,19.76,21.11,45,3.1,1
610,maykopskoye,"(45.36209572239787, 40.78782211715222)",45.36209572239787,40.78782211715222,7.94,7.97,94,2.6,99
611,athabasca,"(58.82862269429785, -111.32646879483053)",58.82862269429785,-111.32646879483053,-5.53,-5.0,92,4.6,100
